date,province,district_or_city,scenario,rainfall_mm
2056-06,ICT,Islamabad,ssp245,145.9
2056-07,ICT,Islamabad,ssp245,116.5
2056-08,ICT,Islamabad,ssp245,91.0
2056-09,ICT,Islamabad,ssp245,70.7
2056-10,ICT,Islamabad,ssp245,75.7
2056-11,ICT,Islamabad,ssp245,74.6
2056-12,ICT,Islamabad,ssp245,106.1
2057-01,ICT,Islamabad,ssp245,108.5
2057-02,ICT,Islamabad,ssp245,144.2
2057-03,ICT,Islamabad,ssp245,157.8
2057-04,ICT,Islamabad,ssp245,160.8
2057-05,ICT,Islamabad,ssp245,160.8
2057-06,ICT,Islamabad,ssp245,134.5
2057-07,ICT,Islamabad,ssp245,114.2
2057-08,ICT,Islamabad,ssp245,96.4
2057-09,ICT,Islamabad,ssp245,79.7
2057-10,ICT,Islamabad,ssp245,69.2
2057-11,ICT,Islamabad,ssp245,87.1
2057-12,ICT,Islamabad,ssp245,85.2
2058-01,ICT,Islamabad,ssp245,123.0
2058-02,ICT,Islamabad,ssp245,153.3
2058-03,ICT,Islamabad,ssp245,143.2
2058-04,ICT,Islamabad,ssp245,163.3
2058-05,ICT,Islamabad,ssp245,158.8
2058-06,ICT,Islamabad,ssp245,138.8
2058-07,ICT,Islamabad,ssp245,121.2
2058-08,ICT,Islamabad,ssp245,92.7
2058-09,ICT,Islamabad,ssp245,80.9
2058-10,ICT,Islamabad,ssp245,77.4
2058-11,ICT,Islamabad,ssp245,91.4
2058-12,ICT,Islamabad,ssp245,106.5
2059-01,ICT,Islamabad,ssp245,122.5
2059-02,ICT,Islamabad,ssp245,146.6
2059-03,ICT,Islamabad,ssp245,152.3
2059-04,ICT,Islamabad,ssp245,160.7
2059-05,ICT,Islamabad,ssp245,151.4
2059-06,ICT,Islamabad,ssp245,150.2
2059-07,ICT,Islamabad,ssp245,133.1
2059-08,ICT,Islamabad,ssp245,102.1
2059-09,ICT,Islamabad,ssp245,73.0
2059-10,ICT,Islamabad,ssp245,66.6
2059-11,ICT,Islamabad,ssp245,92.0
2059-12,ICT,Islamabad,ssp245,100.3
2060-01,ICT,Islamabad,ssp245,116.1
2060-02,ICT,Islamabad,ssp245,153.3
2060-03,ICT,Islamabad,ssp245,173.5
2060-04,ICT,Islamabad,ssp245,175.7
2060-05,ICT,Islamabad,ssp245,156.8
2060-06,ICT,Islamabad,ssp245,152.1
2060-07,ICT,Islamabad,ssp245,122.9
2060-08,ICT,Islamabad,ssp245,102.1
2060-09,ICT,Islamabad,ssp245,87.8
2060-10,ICT,Islamabad,ssp245,71.0
2060-11,ICT,Islamabad,ssp245,77.5
2060-12,ICT,Islamabad,ssp245,97.1
2061-01,ICT,Islamabad,ssp245,110.9
2061-02,ICT,Islamabad,ssp245,153.3
2061-03,ICT,Islamabad,ssp245,160.5
2061-04,ICT,Islamabad,ssp245,174.0
2061-05,ICT,Islamabad,ssp245,154.7
2061-06,ICT,Islamabad,ssp245,154.8
2061-07,ICT,Islamabad,ssp245,116.8
2061-08,ICT,Islamabad,ssp245,121.1
2061-09,ICT,Islamabad,ssp245,95.1
2061-10,ICT,Islamabad,ssp245,70.8
2061-11,ICT,Islamabad,ssp245,93.3
2061-12,ICT,Islamabad,ssp245,96.5
2062-01,ICT,Islamabad,ssp245,112.0
2062-02,ICT,Islamabad,ssp245,151.9
2062-03,ICT,Islamabad,ssp245,169.1
2062-04,ICT,Islamabad,ssp245,165.3
2062-05,ICT,Islamabad,ssp245,170.9
2062-06,ICT,Islamabad,ssp245,147.5
2062-07,ICT,Islamabad,ssp245,138.4
2062-08,ICT,Islamabad,ssp245,94.9
2062-09,ICT,Islamabad,ssp245,104.7
2062-10,ICT,Islamabad,ssp245,76.8
2062-11,ICT,Islamabad,ssp245,93.4
2062-12,ICT,Islamabad,ssp245,122.5
2063-01,ICT,Islamabad,ssp245,124.7
2063-02,ICT,Islamabad,ssp245,142.4
2063-03,ICT,Islamabad,ssp245,152.7
2063-04,ICT,Islamabad,ssp245,185.5
2063-05,ICT,Islamabad,ssp245,169.2
2063-06,ICT,Islamabad,ssp245,145.6
2063-07,ICT,Islamabad,ssp245,126.5
2063-08,ICT,Islamabad,ssp245,89.6
2063-09,ICT,Islamabad,ssp245,83.1
2063-10,ICT,Islamabad,ssp245,83.0
2063-11,ICT,Islamabad,ssp245,92.1
2063-12,ICT,Islamabad,ssp245,103.8
2064-01,ICT,Islamabad,ssp245,130.5
2064-02,ICT,Islamabad,ssp245,143.1
2064-03,ICT,Islamabad,ssp245,168.5
2064-04,ICT,Islamabad,ssp245,172.2
2064-05,ICT,Islamabad,ssp245,164.6
2064-06,ICT,Islamabad,ssp245,151.0
2064-07,ICT,Islamabad,ssp245,126.5
2064-08,ICT,Islamabad,ssp245,116.2
2064-09,ICT,Islamabad,ssp245,92.8
2064-10,ICT,Islamabad,ssp245,76.6
2064-11,ICT,Islamabad,ssp245,81.7
2064-12,ICT,Islamabad,ssp245,105.7
2065-01,ICT,Islamabad,ssp245,115.0
2065-02,ICT,Islamabad,ssp245,150.6
2065-03,ICT,Islamabad,ssp245,159.0
2065-04,ICT,Islamabad,ssp245,154.1
2065-05,ICT,Islamabad,ssp245,157.5
2065-06,ICT,Islamabad,ssp245,136.0
2065-07,ICT,Islamabad,ssp245,123.5
2065-08,ICT,Islamabad,ssp245,92.7
2065-09,ICT,Islamabad,ssp245,92.8
2065-10,ICT,Islamabad,ssp245,86.0
2065-11,ICT,Islamabad,ssp245,90.0
2065-12,ICT,Islamabad,ssp245,101.5
2066-01,ICT,Islamabad,ssp245,129.9
2066-02,ICT,Islamabad,ssp245,133.0
2066-03,ICT,Islamabad,ssp245,170.7
2066-04,ICT,Islamabad,ssp245,160.0
2066-05,ICT,Islamabad,ssp245,158.7
2066-06,ICT,Islamabad,ssp245,153.3
2066-07,ICT,Islamabad,ssp245,136.1
2066-08,ICT,Islamabad,ssp245,110.2
2066-09,ICT,Islamabad,ssp245,89.8
2066-10,ICT,Islamabad,ssp245,74.4
2066-11,ICT,Islamabad,ssp245,92.5
2066-12,ICT,Islamabad,ssp245,117.1
2067-01,ICT,Islamabad,ssp245,129.3
2067-02,ICT,Islamabad,ssp245,143.0
2067-03,ICT,Islamabad,ssp245,158.7
2067-04,ICT,Islamabad,ssp245,184.5
2067-05,ICT,Islamabad,ssp245,156.6
2067-06,ICT,Islamabad,ssp245,142.4
2067-07,ICT,Islamabad,ssp245,138.6
2067-08,ICT,Islamabad,ssp245,101.6
2067-09,ICT,Islamabad,ssp245,94.6
2067-10,ICT,Islamabad,ssp245,89.5
2067-11,ICT,Islamabad,ssp245,93.6
2067-12,ICT,Islamabad,ssp245,115.6
2068-01,ICT,Islamabad,ssp245,123.4
2068-02,ICT,Islamabad,ssp245,160.9
2068-03,ICT,Islamabad,ssp245,161.7
2068-04,ICT,Islamabad,ssp245,176.1
2068-05,ICT,Islamabad,ssp245,156.6
2068-06,ICT,Islamabad,ssp245,161.0
2068-07,ICT,Islamabad,ssp245,149.0
2068-08,ICT,Islamabad,ssp245,112.5
2068-09,ICT,Islamabad,ssp245,88.3
2068-10,ICT,Islamabad,ssp245,88.8
2068-11,ICT,Islamabad,ssp245,86.5
2068-12,ICT,Islamabad,ssp245,95.2
2069-01,ICT,Islamabad,ssp245,127.3
2069-02,ICT,Islamabad,ssp245,153.0
2069-03,ICT,Islamabad,ssp245,166.9
2069-04,ICT,Islamabad,ssp245,170.9
2069-05,ICT,Islamabad,ssp245,177.5
2069-06,ICT,Islamabad,ssp245,142.0
2069-07,ICT,Islamabad,ssp245,137.7
2069-08,ICT,Islamabad,ssp245,109.7
2069-09,ICT,Islamabad,ssp245,86.5
2069-10,ICT,Islamabad,ssp245,84.1
2069-11,ICT,Islamabad,ssp245,84.9
2069-12,ICT,Islamabad,ssp245,112.0
2070-01,ICT,Islamabad,ssp245,139.0
2070-02,ICT,Islamabad,ssp245,151.3
2070-03,ICT,Islamabad,ssp245,170.1
2070-04,ICT,Islamabad,ssp245,168.7
2070-05,ICT,Islamabad,ssp245,168.8
2070-06,ICT,Islamabad,ssp245,164.5
2070-07,ICT,Islamabad,ssp245,120.8
2070-08,ICT,Islamabad,ssp245,101.7
2070-09,ICT,Islamabad,ssp245,87.2
2070-10,ICT,Islamabad,ssp245,90.8
2070-11,ICT,Islamabad,ssp245,87.6
2070-12,ICT,Islamabad,ssp245,111.6
2071-01,ICT,Islamabad,ssp245,125.1
2071-02,ICT,Islamabad,ssp245,152.6
2071-03,ICT,Islamabad,ssp245,175.0
2071-04,ICT,Islamabad,ssp245,154.9
2071-05,ICT,Islamabad,ssp245,162.9
2071-06,ICT,Islamabad,ssp245,153.0
2071-07,ICT,Islamabad,ssp245,130.8
2071-08,ICT,Islamabad,ssp245,107.2
2071-09,ICT,Islamabad,ssp245,85.9
2071-10,ICT,Islamabad,ssp245,104.9
2071-11,ICT,Islamabad,ssp245,91.1
2071-12,ICT,Islamabad,ssp245,108.7
2072-01,ICT,Islamabad,ssp245,138.1
2072-02,ICT,Islamabad,ssp245,143.6
2072-03,ICT,Islamabad,ssp245,168.8
2072-04,ICT,Islamabad,ssp245,177.8
2072-05,ICT,Islamabad,ssp245,170.6
2072-06,ICT,Islamabad,ssp245,159.3
2072-07,ICT,Islamabad,ssp245,126.4
2072-08,ICT,Islamabad,ssp245,112.6
2072-09,ICT,Islamabad,ssp245,105.3
2072-10,ICT,Islamabad,ssp245,82.9
2072-11,ICT,Islamabad,ssp245,96.3
2072-12,ICT,Islamabad,ssp245,119.4
2073-01,ICT,Islamabad,ssp245,130.2
2073-02,ICT,Islamabad,ssp245,169.8
2073-03,ICT,Islamabad,ssp245,167.5
2073-04,ICT,Islamabad,ssp245,176.8
2073-05,ICT,Islamabad,ssp245,171.4
2073-06,ICT,Islamabad,ssp245,157.6
2073-07,ICT,Islamabad,ssp245,129.8
2073-08,ICT,Islamabad,ssp245,122.9
2073-09,ICT,Islamabad,ssp245,91.2
2073-10,ICT,Islamabad,ssp245,87.3
2073-11,ICT,Islamabad,ssp245,109.7
2073-12,ICT,Islamabad,ssp245,116.3
2074-01,ICT,Islamabad,ssp245,135.2
2074-02,ICT,Islamabad,ssp245,160.3
2074-03,ICT,Islamabad,ssp245,183.4
2074-04,ICT,Islamabad,ssp245,186.0
2074-05,ICT,Islamabad,ssp245,167.7
2074-06,ICT,Islamabad,ssp245,151.3
2074-07,ICT,Islamabad,ssp245,132.5
2074-08,ICT,Islamabad,ssp245,134.4
2074-09,ICT,Islamabad,ssp245,96.0
2074-10,ICT,Islamabad,ssp245,87.0
2074-11,ICT,Islamabad,ssp245,105.0
2074-12,ICT,Islamabad,ssp245,101.2
2075-01,ICT,Islamabad,ssp245,135.2
2075-02,ICT,Islamabad,ssp245,148.7
2075-03,ICT,Islamabad,ssp245,171.1
2075-04,ICT,Islamabad,ssp245,180.8
2075-05,ICT,Islamabad,ssp245,171.2
2075-06,ICT,Islamabad,ssp245,161.5
2075-07,ICT,Islamabad,ssp245,147.6
2075-08,ICT,Islamabad,ssp245,113.4
2075-09,ICT,Islamabad,ssp245,104.7
2075-10,ICT,Islamabad,ssp245,88.2
2075-11,ICT,Islamabad,ssp245,102.4
2075-12,ICT,Islamabad,ssp245,114.9
2076-01,ICT,Islamabad,ssp245,148.7
2076-02,ICT,Islamabad,ssp245,153.3
2076-03,ICT,Islamabad,ssp245,173.6
2076-04,ICT,Islamabad,ssp245,181.7
2076-05,ICT,Islamabad,ssp245,180.9
2076-06,ICT,Islamabad,ssp245,157.5
2076-07,ICT,Islamabad,ssp245,128.4
2076-08,ICT,Islamabad,ssp245,102.8
2076-09,ICT,Islamabad,ssp245,104.3
2076-10,ICT,Islamabad,ssp245,87.2
2076-11,ICT,Islamabad,ssp245,104.0
2076-12,ICT,Islamabad,ssp245,119.6
2077-01,ICT,Islamabad,ssp245,137.6
2077-02,ICT,Islamabad,ssp245,166.5
2077-03,ICT,Islamabad,ssp245,160.8
2077-04,ICT,Islamabad,ssp245,180.6
2077-05,ICT,Islamabad,ssp245,176.7
2077-06,ICT,Islamabad,ssp245,174.1
2077-07,ICT,Islamabad,ssp245,132.4
2077-08,ICT,Islamabad,ssp245,123.1
2077-09,ICT,Islamabad,ssp245,101.6
2077-10,ICT,Islamabad,ssp245,87.0
2077-11,ICT,Islamabad,ssp245,100.9
2077-12,ICT,Islamabad,ssp245,103.8
2078-01,ICT,Islamabad,ssp245,137.1
2078-02,ICT,Islamabad,ssp245,172.3
2078-03,ICT,Islamabad,ssp245,163.5
2078-04,ICT,Islamabad,ssp245,172.5
2078-05,ICT,Islamabad,ssp245,174.4
2078-06,ICT,Islamabad,ssp245,155.7
2078-07,ICT,Islamabad,ssp245,138.3
2078-08,ICT,Islamabad,ssp245,118.7
2078-09,ICT,Islamabad,ssp245,98.5
2078-10,ICT,Islamabad,ssp245,98.3
2078-11,ICT,Islamabad,ssp245,101.0
2078-12,ICT,Islamabad,ssp245,128.6
2079-01,ICT,Islamabad,ssp245,146.7
2079-02,ICT,Islamabad,ssp245,160.9
2079-03,ICT,Islamabad,ssp245,178.2
2079-04,ICT,Islamabad,ssp245,185.3
2079-05,ICT,Islamabad,ssp245,176.8
2079-06,ICT,Islamabad,ssp245,164.7
2079-07,ICT,Islamabad,ssp245,137.6
2079-08,ICT,Islamabad,ssp245,130.7
2079-09,ICT,Islamabad,ssp245,107.7
2079-10,ICT,Islamabad,ssp245,88.1
2079-11,ICT,Islamabad,ssp245,98.5
2079-12,ICT,Islamabad,ssp245,113.9
2080-01,ICT,Islamabad,ssp245,127.3
2080-02,ICT,Islamabad,ssp245,174.3
2080-03,ICT,Islamabad,ssp245,185.9
2080-04,ICT,Islamabad,ssp245,185.3
2080-05,ICT,Islamabad,ssp245,174.2
2080-06,ICT,Islamabad,ssp245,170.1
2080-07,ICT,Islamabad,ssp245,129.1
2080-08,ICT,Islamabad,ssp245,122.8
2080-09,ICT,Islamabad,ssp245,106.8
2080-10,ICT,Islamabad,ssp245,109.8
2080-11,ICT,Islamabad,ssp245,101.3
2080-12,ICT,Islamabad,ssp245,114.8
2081-01,ICT,Islamabad,ssp245,156.8
2081-02,ICT,Islamabad,ssp245,166.8
2081-03,ICT,Islamabad,ssp245,190.5
2081-04,ICT,Islamabad,ssp245,183.5
2081-05,ICT,Islamabad,ssp245,173.4
2081-06,ICT,Islamabad,ssp245,161.4
2081-07,ICT,Islamabad,ssp245,148.3
2081-08,ICT,Islamabad,ssp245,142.3
2081-09,ICT,Islamabad,ssp245,100.5
2081-10,ICT,Islamabad,ssp245,103.8
2081-11,ICT,Islamabad,ssp245,100.4
2081-12,ICT,Islamabad,ssp245,131.7
2082-01,ICT,Islamabad,ssp245,153.6
2082-02,ICT,Islamabad,ssp245,166.8
2082-03,ICT,Islamabad,ssp245,184.4
2082-04,ICT,Islamabad,ssp245,192.9
2082-05,ICT,Islamabad,ssp245,157.6
2082-06,ICT,Islamabad,ssp245,175.8
2082-07,ICT,Islamabad,ssp245,164.0
2082-08,ICT,Islamabad,ssp245,124.7
2082-09,ICT,Islamabad,ssp245,97.4
2082-10,ICT,Islamabad,ssp245,96.9
2082-11,ICT,Islamabad,ssp245,107.7
2082-12,ICT,Islamabad,ssp245,139.4
2083-01,ICT,Islamabad,ssp245,151.0
2083-02,ICT,Islamabad,ssp245,173.5
2083-03,ICT,Islamabad,ssp245,183.8
2083-04,ICT,Islamabad,ssp245,184.8
2083-05,ICT,Islamabad,ssp245,186.7
2083-06,ICT,Islamabad,ssp245,189.7
2083-07,ICT,Islamabad,ssp245,140.0
2083-08,ICT,Islamabad,ssp245,120.6
2083-09,ICT,Islamabad,ssp245,114.0
2083-10,ICT,Islamabad,ssp245,112.3
2083-11,ICT,Islamabad,ssp245,106.2
2083-12,ICT,Islamabad,ssp245,115.2
2084-01,ICT,Islamabad,ssp245,134.0
2084-02,ICT,Islamabad,ssp245,173.7
2084-03,ICT,Islamabad,ssp245,173.6
2084-04,ICT,Islamabad,ssp245,193.8
2084-05,ICT,Islamabad,ssp245,179.7
2084-06,ICT,Islamabad,ssp245,173.7
2084-07,ICT,Islamabad,ssp245,158.0
2084-08,ICT,Islamabad,ssp245,133.5
2084-09,ICT,Islamabad,ssp245,120.4
2084-10,ICT,Islamabad,ssp245,98.7
2084-11,ICT,Islamabad,ssp245,103.9
2084-12,ICT,Islamabad,ssp245,132.7
2085-01,ICT,Islamabad,ssp245,133.8
2085-02,ICT,Islamabad,ssp245,177.2
2085-03,ICT,Islamabad,ssp245,175.0
2085-04,ICT,Islamabad,ssp245,189.9
2085-05,ICT,Islamabad,ssp245,187.7
2085-06,ICT,Islamabad,ssp245,160.4
2085-07,ICT,Islamabad,ssp245,150.6
2085-08,ICT,Islamabad,ssp245,122.3
2085-09,ICT,Islamabad,ssp245,106.4
2085-10,ICT,Islamabad,ssp245,112.2
2085-11,ICT,Islamabad,ssp245,104.5
2085-12,ICT,Islamabad,ssp245,132.3
2086-01,ICT,Islamabad,ssp245,154.7
2086-02,ICT,Islamabad,ssp245,183.5
2086-03,ICT,Islamabad,ssp245,176.2
2086-04,ICT,Islamabad,ssp245,198.1
2086-05,ICT,Islamabad,ssp245,192.6
2086-06,ICT,Islamabad,ssp245,167.6
2086-07,ICT,Islamabad,ssp245,140.2
2086-08,ICT,Islamabad,ssp245,117.4
2086-09,ICT,Islamabad,ssp245,116.6
2086-10,ICT,Islamabad,ssp245,112.1
2086-11,ICT,Islamabad,ssp245,120.3
2086-12,ICT,Islamabad,ssp245,125.8
2087-01,ICT,Islamabad,ssp245,145.6
2087-02,ICT,Islamabad,ssp245,151.0
2087-03,ICT,Islamabad,ssp245,182.9
2087-04,ICT,Islamabad,ssp245,196.7
2087-05,ICT,Islamabad,ssp245,177.8
2087-06,ICT,Islamabad,ssp245,166.2
2087-07,ICT,Islamabad,ssp245,154.4
2087-08,ICT,Islamabad,ssp245,130.5
2087-09,ICT,Islamabad,ssp245,109.9
2087-10,ICT,Islamabad,ssp245,88.8
2087-11,ICT,Islamabad,ssp245,105.2
2087-12,ICT,Islamabad,ssp245,118.7
2088-01,ICT,Islamabad,ssp245,158.5
2088-02,ICT,Islamabad,ssp245,159.1
2088-03,ICT,Islamabad,ssp245,190.5
2088-04,ICT,Islamabad,ssp245,198.8
2088-05,ICT,Islamabad,ssp245,190.1
2088-06,ICT,Islamabad,ssp245,167.4
2088-07,ICT,Islamabad,ssp245,165.3
2088-08,ICT,Islamabad,ssp245,120.7
2088-09,ICT,Islamabad,ssp245,108.7
2088-10,ICT,Islamabad,ssp245,111.6
2088-11,ICT,Islamabad,ssp245,115.9
2088-12,ICT,Islamabad,ssp245,124.5
2089-01,ICT,Islamabad,ssp245,144.0
2089-02,ICT,Islamabad,ssp245,172.9
2089-03,ICT,Islamabad,ssp245,168.8
2089-04,ICT,Islamabad,ssp245,179.3
2089-05,ICT,Islamabad,ssp245,193.7
2089-06,ICT,Islamabad,ssp245,151.9
2089-07,ICT,Islamabad,ssp245,146.3
2089-08,ICT,Islamabad,ssp245,128.4
2089-09,ICT,Islamabad,ssp245,107.0
2089-10,ICT,Islamabad,ssp245,102.6
2089-11,ICT,Islamabad,ssp245,116.7
2089-12,ICT,Islamabad,ssp245,126.5
2090-01,ICT,Islamabad,ssp245,131.3
2090-02,ICT,Islamabad,ssp245,177.1
2090-03,ICT,Islamabad,ssp245,190.4
2090-04,ICT,Islamabad,ssp245,194.5
2090-05,ICT,Islamabad,ssp245,181.7
2090-06,ICT,Islamabad,ssp245,158.8
2090-07,ICT,Islamabad,ssp245,166.5
2090-08,ICT,Islamabad,ssp245,128.9
2090-09,ICT,Islamabad,ssp245,120.8
2090-10,ICT,Islamabad,ssp245,111.2
2090-11,ICT,Islamabad,ssp245,112.9
2090-12,ICT,Islamabad,ssp245,141.9
2091-01,ICT,Islamabad,ssp245,161.3
2091-02,ICT,Islamabad,ssp245,182.6
2091-03,ICT,Islamabad,ssp245,183.7
2091-04,ICT,Islamabad,ssp245,187.7
2091-05,ICT,Islamabad,ssp245,198.3
2091-06,ICT,Islamabad,ssp245,175.0
2091-07,ICT,Islamabad,ssp245,151.1
2091-08,ICT,Islamabad,ssp245,123.9
2091-09,ICT,Islamabad,ssp245,102.9
2091-10,ICT,Islamabad,ssp245,117.3
2091-11,ICT,Islamabad,ssp245,115.5
2091-12,ICT,Islamabad,ssp245,123.3
2092-01,ICT,Islamabad,ssp245,150.6
2092-02,ICT,Islamabad,ssp245,165.3
2092-03,ICT,Islamabad,ssp245,185.5
2092-04,ICT,Islamabad,ssp245,189.7
2092-05,ICT,Islamabad,ssp245,193.6
2092-06,ICT,Islamabad,ssp245,177.7
2092-07,ICT,Islamabad,ssp245,151.8
2092-08,ICT,Islamabad,ssp245,145.7
2092-09,ICT,Islamabad,ssp245,115.5
2092-10,ICT,Islamabad,ssp245,105.9
2092-11,ICT,Islamabad,ssp245,119.5
2092-12,ICT,Islamabad,ssp245,138.6
2093-01,ICT,Islamabad,ssp245,144.3
2093-02,ICT,Islamabad,ssp245,189.8
2093-03,ICT,Islamabad,ssp245,192.8
2093-04,ICT,Islamabad,ssp245,192.2
2093-05,ICT,Islamabad,ssp245,200.6
2093-06,ICT,Islamabad,ssp245,182.0
2093-07,ICT,Islamabad,ssp245,168.8
2093-08,ICT,Islamabad,ssp245,139.7
2093-09,ICT,Islamabad,ssp245,110.6
2093-10,ICT,Islamabad,ssp245,110.9
2093-11,ICT,Islamabad,ssp245,116.1
2093-12,ICT,Islamabad,ssp245,139.0
2094-01,ICT,Islamabad,ssp245,141.6
2094-02,ICT,Islamabad,ssp245,180.9
2094-03,ICT,Islamabad,ssp245,189.2
2094-04,ICT,Islamabad,ssp245,188.7
2094-05,ICT,Islamabad,ssp245,181.6
2094-06,ICT,Islamabad,ssp245,169.3
2094-07,ICT,Islamabad,ssp245,158.7
2094-08,ICT,Islamabad,ssp245,138.3
2094-09,ICT,Islamabad,ssp245,118.7
2094-10,ICT,Islamabad,ssp245,118.9
2094-11,ICT,Islamabad,ssp245,113.3
2094-12,ICT,Islamabad,ssp245,138.4
2095-01,ICT,Islamabad,ssp245,159.7
2095-02,ICT,Islamabad,ssp245,175.7
2095-03,ICT,Islamabad,ssp245,187.4
2095-04,ICT,Islamabad,ssp245,192.6
2095-05,ICT,Islamabad,ssp245,187.4
2095-06,ICT,Islamabad,ssp245,179.9
2095-07,ICT,Islamabad,ssp245,155.4
2095-08,ICT,Islamabad,ssp245,122.2
2095-09,ICT,Islamabad,ssp245,122.2
2095-10,ICT,Islamabad,ssp245,117.7
2095-11,ICT,Islamabad,ssp245,110.2
2095-12,ICT,Islamabad,ssp245,141.8
2096-01,ICT,Islamabad,ssp245,161.6
2096-02,ICT,Islamabad,ssp245,179.1
2096-03,ICT,Islamabad,ssp245,190.9
2096-04,ICT,Islamabad,ssp245,209.8
2096-05,ICT,Islamabad,ssp245,193.6
2096-06,ICT,Islamabad,ssp245,190.9
2096-07,ICT,Islamabad,ssp245,156.1
2096-08,ICT,Islamabad,ssp245,109.3
2096-09,ICT,Islamabad,ssp245,110.3
2096-10,ICT,Islamabad,ssp245,119.5
2096-11,ICT,Islamabad,ssp245,122.8
2096-12,ICT,Islamabad,ssp245,141.7
2097-01,ICT,Islamabad,ssp245,165.7
2097-02,ICT,Islamabad,ssp245,191.7
2097-03,ICT,Islamabad,ssp245,192.2
2097-04,ICT,Islamabad,ssp245,208.0
2097-05,ICT,Islamabad,ssp245,201.3
2097-06,ICT,Islamabad,ssp245,172.8
2097-07,ICT,Islamabad,ssp245,162.4
2097-08,ICT,Islamabad,ssp245,144.3
2097-09,ICT,Islamabad,ssp245,127.7
2097-10,ICT,Islamabad,ssp245,129.2
2097-11,ICT,Islamabad,ssp245,139.1
2097-12,ICT,Islamabad,ssp245,138.1
2098-01,ICT,Islamabad,ssp245,154.6
2098-02,ICT,Islamabad,ssp245,185.7
2098-03,ICT,Islamabad,ssp245,197.1
2098-04,ICT,Islamabad,ssp245,208.2
2098-05,ICT,Islamabad,ssp245,198.7
2098-06,ICT,Islamabad,ssp245,167.0
2098-07,ICT,Islamabad,ssp245,154.5
2098-08,ICT,Islamabad,ssp245,131.2
2098-09,ICT,Islamabad,ssp245,104.6
2098-10,ICT,Islamabad,ssp245,119.7
2098-11,ICT,Islamabad,ssp245,133.7
2098-12,ICT,Islamabad,ssp245,129.1
2099-01,ICT,Islamabad,ssp245,166.9
2099-02,ICT,Islamabad,ssp245,169.9
2099-03,ICT,Islamabad,ssp245,191.6
2099-04,ICT,Islamabad,ssp245,202.2
2099-05,ICT,Islamabad,ssp245,200.6
2099-06,ICT,Islamabad,ssp245,192.3
2099-07,ICT,Islamabad,ssp245,156.9
2099-08,ICT,Islamabad,ssp245,140.1
2099-09,ICT,Islamabad,ssp245,120.8
2099-10,ICT,Islamabad,ssp245,118.9
2099-11,ICT,Islamabad,ssp245,113.3
2099-12,ICT,Islamabad,ssp245,135.2
2100-01,ICT,Islamabad,ssp245,159.3
2100-02,ICT,Islamabad,ssp245,166.3
2100-03,ICT,Islamabad,ssp245,200.6
2100-04,ICT,Islamabad,ssp245,203.5
2100-05,ICT,Islamabad,ssp245,192.9
2100-06,ICT,Islamabad,ssp245,180.0
2100-07,ICT,Islamabad,ssp245,160.2
2100-08,ICT,Islamabad,ssp245,151.7
2100-09,ICT,Islamabad,ssp245,118.9
2100-10,ICT,Islamabad,ssp245,106.9
2100-11,ICT,Islamabad,ssp245,123.6
2100-12,ICT,Islamabad,ssp245,151.1
2015-01,ICT,Islamabad,ssp585,76.3
2015-02,ICT,Islamabad,ssp585,101.1
2015-03,ICT,Islamabad,ssp585,108.5
2015-04,ICT,Islamabad,ssp585,116.0
2015-05,ICT,Islamabad,ssp585,121.3
2015-06,ICT,Islamabad,ssp585,104.0
2015-07,ICT,Islamabad,ssp585,80.9
2015-08,ICT,Islamabad,ssp585,55.2
2015-09,ICT,Islamabad,ssp585,50.2
2015-10,ICT,Islamabad,ssp585,30.6
2015-11,ICT,Islamabad,ssp585,47.7
2015-12,ICT,Islamabad,ssp585,60.5
2016-01,ICT,Islamabad,ssp585,70.9
2016-02,ICT,Islamabad,ssp585,96.6
2016-03,ICT,Islamabad,ssp585,108.3
2016-04,ICT,Islamabad,ssp585,126.5
2016-05,ICT,Islamabad,ssp585,120.0
2016-06,ICT,Islamabad,ssp585,95.7
2016-07,ICT,Islamabad,ssp585,77.5
2016-08,ICT,Islamabad,ssp585,55.4
2016-09,ICT,Islamabad,ssp585,46.2
2016-10,ICT,Islamabad,ssp585,40.3
2016-11,ICT,Islamabad,ssp585,47.3
2016-12,ICT,Islamabad,ssp585,69.7
2017-01,ICT,Islamabad,ssp585,84.0
2017-02,ICT,Islamabad,ssp585,113.1
2017-03,ICT,Islamabad,ssp585,110.1
2017-04,ICT,Islamabad,ssp585,121.3
2017-05,ICT,Islamabad,ssp585,122.8
2017-06,ICT,Islamabad,ssp585,101.4
2017-07,ICT,Islamabad,ssp585,93.6
2017-08,ICT,Islamabad,ssp585,51.8
2017-09,ICT,Islamabad,ssp585,50.4
2017-10,ICT,Islamabad,ssp585,53.6
2017-11,ICT,Islamabad,ssp585,38.8
2017-12,ICT,Islamabad,ssp585,55.7
2018-01,ICT,Islamabad,ssp585,97.4
2018-02,ICT,Islamabad,ssp585,105.6
2018-03,ICT,Islamabad,ssp585,113.9
2018-04,ICT,Islamabad,ssp585,121.9
2018-05,ICT,Islamabad,ssp585,126.3
2018-06,ICT,Islamabad,ssp585,114.9
2018-07,ICT,Islamabad,ssp585,64.3
2018-08,ICT,Islamabad,ssp585,61.0
2018-09,ICT,Islamabad,ssp585,41.9
2018-10,ICT,Islamabad,ssp585,57.1
2018-11,ICT,Islamabad,ssp585,47.3
